,B,CD4,CD8,Monocytes,NK,Neutrophils
TIFAB,2.8037784960126473,0.0,3.3007470208907823,11.176859290491697,0.0,4.5265998143712025
S100A3,0.0,0.0,2.011543029272626,0.0,0.0,5.970804378090223
KLHL14,5.482375402781883,0.0,1.4020337258598123,0.0,0.0,0.0
GM44511,0.0,0.0,0.0,0.0,6.950409943774315,0.0
GM2447,3.968823718612332,0.0,0.5335040943867393,0.0,0.0,0.0
GM19590,0.0,0.0,0.6416549152076935,0.0,5.586056631832487,0.0
1700100I10RIK,0.0,0.0,0.0,0.0,4.317381851867529,0.0
DOCK1,0.0,0.0,0.3728000527839574,6.587334667857922,0.0,2.6138823847259944
TMCC2,2.6394785188370977,2.348301446100419,2.059175109935377,6.282312248200313,1.3993628782903995,2.1913221362800455
4933404K13RIK,3.7235456965612004,0.0,0.726433253698225,0.0,0.0,0.0
MIR697,0.0,0.0,7.221442027924839,0.0,0.0,0.0
SLC13A3,0.0,0.0,0.0,3.762066427007331,0.0,0.0
GM11686,0.0,0.0,7.577758699327414,0.0,0.0,0.0
CCL2,0.0,0.0,0.8412442680768042,7.179854660406461,0.0,1.4556306064928175
TRAV6D-7,0.0,9.130659736007658,7.327618096027959,0.0,0.0,0.0
GM16327,0.0,0.0,0.0,0.0,7.257421929939149,0.0
YPEL4,0.7210498188085892,2.722639590021723,0.8532767302476538,0.0,0.0,0.0
CMTM3,5.771577434481788,6.745160489287603,6.222866723748243,9.873288401695886,5.689772742907747,4.83735432124212
FOS,4.767632532377222,10.276561583569675,10.09788326684053,11.165050834022223,5.005887624189331,14.80945401750441
GM24524,3.0997360996559573,0.0,0.0,0.0,0.0,0.0
NCR1,0.0,0.0,3.5691962541810147,0.0,14.190665251119682,0.0
GM12474,0.39745993543566754,4.622470034158724,3.11042042864154,0.0,0.0,0.0
NLRP12,1.75724832785556,0.7251677245320511,0.9609374717359057,1.5512162173106299,0.6878604888271604,10.577739226681977
GM5281,3.382159305467579,0.0,0.32883529183187865,0.0,0.0,0.7150079426639251
TMEM202,1.1030056797406296,0.9331776467574459,1.2584168877633393,2.7059884649483994,0.0,7.253423283137751
CAP2,0.0,2.0024103236001536,0.5229740596826693,0.0,0.0,0.0
IGHV8-10,0.0,0.0,0.0,0.0,0.0,7.8098121889722965
GM18553,0.0,0.0,0.0,0.0,4.454845244569184,0.0
CFAP54,1.4921695095067533,1.5409526678816494,1.33243860796602,1.4763506145110417,0.9029934408826598,6.478742925948216
KLRI1,0.0,0.0,1.6118153541498088,1.4160893734187352,8.083392944782574,0.0
NSA2-PS1,0.0,0.0,8.842162459591506,0.0,0.0,0.0
GM45472,0.0,0.0,0.0,2.495572029663635,0.0,6.526313290778272
FAM167A,5.853708902213947,1.4307507573979514,1.4125828841661778,0.32357357676522774,0.0,1.1272592321921102
TRDJ1,0.0,0.0,0.0,0.0,12.133642982852955,0.0
MEIG1,0.0,0.0,0.0,1.713899740361863,0.0,6.371272984775818
GM10553,7.17057637858153,2.609507818315726,3.1787287603742227,2.789532794402643,2.8332122119282346,2.7937364076081765
CXCR1,0.0,2.1606750994796506,1.1312250211838386,0.0,0.0,7.685954133439582
FSTL1,2.3807672326640663,2.0348646958026375,2.3458466862455047,2.1309176679286947,6.36452503014777,2.1693060925624676
GUCA1A,2.5889742397756677,0.0,1.124194913262424,6.465290150477031,0.0,3.30737534976463
SPIB,11.495128498454667,2.9466962010044,6.53775071692918,2.2969549769968762,0.827003819383364,4.850048914495632
1700082M22RIK,1.1982557901191129,0.0,0.0,0.0,4.517827065128821,0.0
4921527H02RIK,0.0,0.0,0.0,0.0,4.749192736300349,0.0
GM26226,0.0,0.0,6.621372907177019,0.0,0.0,0.0
GM9920,0.0,0.0,0.3582038852699841,5.071983933941494,0.0,0.0
GM10552,7.591648260916533,2.244724111933275,2.05836319241294,2.4336253206387783,3.0609308041565884,3.3881870541697543
GM15832,3.0605726574926146,4.301594770544327,3.78196146391529,5.135231417449678,2.4339725654763287,9.749565854354678
IGHV1-36,8.445296219231647,0.0,3.3726010874000067,0.0,0.0,0.0
TRBV31,0.0,10.013774688664515,8.309109847999688,0.0,0.0,0.0
GM5321,0.0,0.0,2.8522036392482755,0.0,0.0,0.0
SLC16A14,0.0,0.0,0.0,1.5009365219291315,0.0,6.906130386991471
IGHV8-7,4.959511755238625,0.0,0.0,0.0,0.0,0.0
PRRT1,0.0,3.8725188779971904,7.907383568021578,2.3004345539405975,3.704337180077152,0.0
CD300LG,0.0,0.0,1.292255021047641,9.236727317140602,0.0,1.1225790241384273
IGHV1-15,11.181386522543077,0.0,6.857025441413066,0.0,0.0,0.0
GM22422,3.816169704195727,0.0,7.531084592624328,0.0,0.0,0.0
MIR6974,7.356546429448426,0.0,0.0,0.0,0.0,0.0
KLRB1C,0.1523512859742408,1.0694722952594995,5.433446347357229,1.268623001320898,13.207664922816445,0.0
GM16125,0.0,0.0,0.0,0.0,3.948722399149111,0.0
RPL31-PS10,2.9867237066743773,2.383838113983636,5.853708902213947,3.1719633022133054,0.0,2.1835088793136777
FCGR1,0.2681618821521631,0.0,1.8646487865138568,8.99928400130965,0.0,4.478786780079845
IGHV1-4,10.006851015548719,0.7525750326918903,5.1592120885687915,0.0,0.0,1.2757965024769207
GM16053,2.4025227913724176,1.2124234997217918,5.965905238593235,1.1498925830233957,0.0,1.977133414406754
1700011D18RIK,0.0,0.0,3.3096141130001016,0.0,0.0,0.0
PLXND1,6.57330373265663,5.198535641918655,3.119243947756916,9.866809486512679,0.0,4.829412203415057
MGL2,0.0,0.0,0.0,3.7458269564373827,0.0,0.0
GM14681,3.6602182149980393,0.0,9.010979983296677,0.0,0.0,0.0
NCMAP,0.0,5.309434445386334,1.4197314740072575,0.9344366459746598,0.0,0.0
GM7862,4.771226413897516,0.0,8.166475482782154,2.3026412059264163,0.0,0.0
ASB5,1.2497657919221736,1.3292820691541392,0.8063886958071149,2.4849713142846426,5.794746870090599,0.0
AMER2,0.0,0.0,0.10555686515067829,0.0,0.0,8.173962896497848
RND1,1.6674738430342908,2.2619547656109518,1.9388089361052554,3.446684223040743,0.0,8.436636189835653
SNORD71,0.0,0.35108080667246055,0.0,0.0,7.20105003271628,0.9358962793844372
TRAV14D-3-DV8,0.0,8.451304659026835,6.940227076020092,0.0,0.0,0.0
GM21769,0.0,0.11498255917443106,8.240529650241943,1.088730972374501,2.056335898923935,2.419146058554059
CDH22,0.0,0.0,0.31236328845821293,0.0,7.144821541808871,0.0
GM20479,0.0,0.0,0.0,3.3243095949244523,0.0,0.0
GM45033,0.5095618218181883,2.6445196665567137,0.4751066205455858,0.7552018309731852,7.0005876324120155,1.3334272099690903
GM47345,0.0,3.198792475969782,1.8407333507763302,0.0,0.18474710221108667,0.0
GM50139,0.0,0.0,4.6927481266580475,0.0,0.0,0.0
GM20743,0.0,0.0,0.0,0.0,6.124871323053125,0.0
GM23969,0.0,0.0,8.623269506853923,0.0,0.0,0.0
RPL30-PS1,3.5267690097796653,0.0,8.056181137911299,3.816169704195727,0.0,0.0
MRGPRA2B,0.0,0.0,2.7978828558467614,2.6907720308583345,0.0,10.14740742631852
MST1R,0.0,0.5211521502626588,0.4326521497274956,4.779558897843604,0.0,0.0
4930459C07RIK,0.0,0.0,0.0,0.0,0.0,6.31253397246336
RPLP1-PS1,0.0,0.0,3.1598523088336714,0.0,0.0,0.0
GM44331,0.0,1.5760083095078454,0.0,0.330718485647408,1.085436313252909,5.582183251528967
GM37352,1.9822811416396915,3.2014732049583037,3.457723901537137,4.9450719755253045,4.429801105284543,9.166288326633671
BANK1,10.846725972745052,3.1082768348806944,5.412190145151705,4.294991942605967,3.630045778027221,7.736768652804539
GM12468,1.2649327664372847,0.6452654899577686,4.7183021616027485,0.33178738563281485,0.0,0.886953832207005
DEPDC7,1.5729171468998295,0.0,0.665460214727698,6.257379360029975,0.0,0.0
GM48942,1.3934870386828382,8.208542097090831,2.073530348249003,1.2226205964877634,6.5446646286608265,6.310741363746454
GM15899,0.0,0.0,0.0,10.932923863677559,0.0,0.0
EPHA4,0.0,0.0,0.12203071071114133,3.1402368170301367,0.0,0.0
GM50386,4.557741453365956,0.2621293614785497,0.5857698406643884,0.0,1.6555328940647756,0.0
IGHV15-2,6.982582626090915,0.0,0.0,0.0,0.0,0.0
GM24233,0.0,0.0,0.0,0.0,4.540711204905385,0.0
GM12089,0.0,0.0,0.0,3.1652945929472223,0.0,0.0
MRGPRA2A,0.0,0.0,0.0,0.0,0.0,8.39911478548103
GM16549,0.0,0.1934379008005513,0.0,0.0,3.86609180268342,0.5042039696886557
GM23734,0.0,0.0,0.0,0.0,4.217894725284761,0.0
GM11712,0.0,0.0,0.0,0.0,5.709174999337221,0.0
STYK1,1.39825464284858,0.5280279608759659,1.9641294665256948,1.3738043810321439,10.942992007594889,2.3556672226425923
GM3234,0.0,0.0,0.0,0.0,3.3590913870459813,0.0
GM4813,0.0,0.0,0.0,3.1695881948208156,0.0,0.0
OSBPL3,3.120745336517677,3.451688010047721,6.038366565063773,6.088740984069897,10.644408783636726,4.7609812502904685
PAPSS2,1.6012487779333089,1.1942255880104133,0.9797350600959082,7.103621055911823,0.8074343688120955,2.8037784960126473
MT-TK,8.054047797899251,0.8417245508322502,0.0,0.0,5.184568439726975,0.6988819704480187
SYNPO,0.6784174548189057,3.9912673084139416,2.509999399380488,0.0,0.8801051616552376,0.0
TBC1D24,1.5554167217791721,1.9834053073614253,1.689133715405299,5.0333773693884645,0.6575035736701036,1.586125512866005
DNAJC6,0.4023868010229652,2.9867237066743773,1.1313537215971594,0.7198605094037722,0.0,0.0
IGHV1-39,11.308432299725169,0.0,6.614458455853221,0.0,0.0,0.0
UPB1,2.031441832277581,1.278328024507009,1.1192979418232143,5.768864870989776,1.299662656763523,0.0
TRBJ1-6,0.0,0.0,0.0,0.0,12.943077456090302,0.0
TMEM221,2.5760855536488565,3.9478442391763933,6.4695199578032305,3.646258882477066,0.0,0.0
JAM2,0.0,0.10719675658498924,0.0,1.0399437754577523,5.245929722795948,0.0
IGLV1,13.626708105919157,4.921528829897232,9.558110306547258,0.0,0.0,7.99054518909136
SIGLEC1,0.681594692586384,0.599186712534564,0.7659632476838314,6.035009229610823,0.0,2.8897816630241655
H2-Q10,7.799798339992952,8.083800915068412,8.971832793903548,5.319461023035698,8.0846276074012,12.896807568444729
TUBA3A,0.0,1.2193153450831509,0.0,0.0,0.0,0.0
PIP5K1B,4.402102123932169,2.7483935945167577,2.480007123440828,3.1479535254031727,2.206287505273728,8.142114325796534
GM13007,0.0,0.0,0.0,3.1512542072658043,0.0,0.0
CSF1,4.543069866782038,2.794279909924785,3.017687889169063,4.767301324675119,0.3403075060500765,9.884473486340973
SLC9B2,1.1500017043260937,3.351592144076056,1.4169607042982546,0.0,0.5586125206192638,0.0
GTSF1,0.0,0.0,0.0,4.043839492983133,0.0,0.5270853596414209
BCAR3,10.081024179737387,2.5659908740829875,3.457723901537137,0.6076209746938355,0.0,4.859244653604248
GM8069,8.27222018560251,0.0,11.379107307287775,0.0,0.0,0.0
IGLV2,12.465776016997289,3.3143284406134557,7.732878786632882,0.8508300704899191,0.0,5.255435658162435
TREM2,0.0,0.0,1.3555124788986346,8.881232595421775,0.0,2.8656776657104377
IGKV6-32,12.093283392542737,3.312006171825303,7.60490010287464,0.0,0.0,0.0
TRAV14D-1,0.0,9.458957708517978,7.6713921016796185,0.0,0.0,0.0
ITGA1,0.4107272845308442,0.5258067159631221,1.9468276955682262,6.987097776686297,3.497648347222525,1.5054848265937892
CD163L1,0.1014741546534556,1.4123020675975402,6.389104146074347,0.3506248735776678,0.9060856225611363,2.1130109092645633
GM6637,4.478657096806039,6.364916977333833,6.346129437208032,0.0,13.228804809036212,0.0
GM40787,5.850429610259113,0.0,0.0,5.404153005171244,0.0,9.794057141567874
IGHV5-15,7.932343276303894,0.0,2.8732247378773845,0.0,0.0,0.0
GM49739,6.5725450589327465,0.0,11.806552318644615,8.699841601329421,0.0,0.0
IGHV14-1,8.967192847090356,0.0,3.999828196048502,0.0,0.0,0.0
IGHV1-54,9.2768034096319,0.0,3.731440028008069,0.0,0.0,3.9232682871310054
COL23A1,2.1054595250381727,1.8675022807154362,4.747770229301816,0.34506383150159015,0.706500683186106,0.0
GM44261,0.0,0.0,6.554243817189594,0.0,0.0,0.0
GM12305,0.0,1.7162522107510125,0.0,0.0,0.0,0.0
NYNRIN,0.0,0.9231146054878108,0.4238159637342346,3.9640362970999146,0.0,0.0
MCUB,2.395040721453785,5.070626544621799,4.756494504253279,10.105118446089012,2.4462001252593932,3.8419950863995904
MT-TP,0.0,0.0,0.0,0.0,9.812820814603992,0.0
GM48721,0.0,0.0,2.6323354766284726,0.0,0.0,0.0
ARHGEF37,0.3329528874362695,1.127591833377056,1.8299429143485815,9.487369629915266,0.28617518295395494,2.175127459859777
MT3,0.0,0.0,2.8307656528113103,0.0,0.0,0.0
GM38192,1.4153431227115267,2.436837629345513,1.2097016091936776,1.6844764179460128,2.924399886484781,7.771084606909355
GM48707,0.0,0.0,0.0,0.0,4.044768808403717,0.0
P2RY13,2.0188881021227507,0.0,1.4382241311937274,4.257124070121474,0.0,9.440541766631682
GM17151,0.0,0.0,0.0,0.0,4.196779667823687,0.0
TRPV4,0.8375270038241125,1.577903930104699,1.4084645520262877,5.077167374440966,0.0,0.0
TMEM38A,3.2926139651066424,3.2873210826169097,3.7725115533224844,4.764420552256723,1.8469692241458828,8.83068824883586
IGKV3-9,5.775734445293945,0.0,0.0,0.0,0.0,0.0
GM17873,0.0,0.0,3.0746286619101877,0.0,0.0,0.0
GM24576,3.5938289691196825,0.0,0.0,0.0,9.737320523990359,0.0
MIR6418,0.0,0.0,0.0,5.729160804734891,0.0,0.0
TNFRSF4,4.50920685135623,10.710172318069514,7.0997476601555585,4.312562153223821,3.4880876659157796,4.736704743548994
GM43835,0.0,0.0,6.091368045977442,0.0,0.0,0.0
ADGRG6,0.329093439819109,0.0,0.0,4.1138956201542225,0.0,0.0
1700047G07RIK,0.0,0.0,0.0,0.0,5.042002986428592,0.0
GM4432,0.0,0.0,0.0,0.0,4.120992555965437,0.0
H2AC6,1.0545748787824194,1.412948882403343,1.441432746186997,2.1748999216407934,1.2411762932978334,6.789978595351513
IGKV4-92,7.710719801014079,0.0,2.8978826486396057,0.0,0.0,0.0
GTF2IRD1,2.898578513690401,7.01705969816453,5.395783959870333,4.202208728364183,2.495893069695666,3.0399325764943583
SFXN5,4.509048750327481,2.6754204220772175,2.609185651783504,5.326943900410889,2.7809782355538264,9.868123848848068
IGHV2-4,6.890115482422631,0.0,1.3923786696711276,0.0,0.0,1.0871127774836251
BFSP2,8.223068483146028,1.207292094080589,3.886017760194087,0.0,1.6652838910021626,0.0
GM45353,3.5142299493546503,3.4884903782259236,8.228678923664802,0.0,4.999211344443312,0.0
ZFP318,8.57632009579353,4.656995598533252,5.1592120885687915,4.8054921717504016,5.299617218503894,3.4880876659157796
E330020D12RIK,7.102189845840474,3.2966273728369044,3.4232713299309587,3.8036771590546166,0.9784141282771595,2.948167847144264
GM44888,3.6407909354951675,5.457027690417826,2.172630865889287,0.0,1.7602472830907328,0.0
CHRM4,0.7662430724399552,2.6412109535932085,1.3715966660457823,0.0,0.0,0.3433970467067393
OLFR655,0.207831639653706,0.0,0.0,0.0,4.242595282009022,0.0
TMEM151A,0.0,0.0,1.5637294338909218,0.0,5.299120459549981,0.0
IGKV4-69,8.910430349871202,0.0,4.590399071330337,0.0,0.0,0.0
GALNT6OS,0.0,3.4988874376787855,1.1732516076559225,0.0,1.8721496356575753,0.0
IL17RB,1.3429293132675433,3.6245622659206735,1.5149003684890374,2.3121815763582356,2.0014416524333942,0.0
GM39383,4.2125800290139725,0.0,0.8817285984574156,0.0,0.0,0.0
GM14279,3.3274630777754624,0.0,5.822044453906453,0.0,0.0,0.0
CACNA1E,6.859813642494412,1.118276515791468,1.5672374114633456,0.8307486309760288,0.7799765555613647,3.584830873760075
GM30018,0.0,0.381417354040691,0.0,0.20897365268950557,4.02040202355048,0.7759051138931019
S100A9,0.0,3.353992308609067,11.74007066828594,10.817462358431552,0.0,20.293337381955478
IGLC3,14.341105148684637,5.041322380785942,9.511031816445552,1.412948882403343,0.0,7.5890824690053
GM10719,5.214923916778801,5.612389174872549,4.545473061084262,0.0,18.668059814671597,5.346131816038116
GM13373,0.0,0.0,0.0,7.36379587182967,0.0,0.0
GDF3,0.34318143078806385,0.0,0.43460334501202713,4.461333623841972,0.0,0.0
KHDC1A,0.0,0.9310266539130401,0.7774870408998781,0.0,5.814929982242303,0.5238865494374951
ACVR1,1.4011042436130543,1.4872116603429784,1.5153270838421453,6.029456205313494,0.6072124611532623,1.2236805930954517
CXCL9,0.0,0.0,1.2697046373971874,4.342179297391649,0.0,0.0
C5AR2,2.5197977132911715,0.0,0.4631804886331852,3.8648514081069942,0.0,8.865200113753094
CD79B,13.773601941524188,6.0993957032356985,9.331894170957627,7.052335056030741,2.9978780277470376,7.8188334350320865
SDCBP2,2.0067821474766863,7.637712457972104,6.021581783120796,0.9964266416683176,0.6981910982007072,0.0
FCRLA,11.46194925007724,3.271671060426737,6.755881904342655,1.450846201841817,0.0,5.0365581836764
GPX3,3.446279199951431,1.622430791879355,1.2603819629753712,7.564212227899871,1.2035220619491784,2.6342837747507075
SMIM5,3.325327497653845,2.2077055742630325,2.4974247712829944,8.604268893434767,1.151718760793663,4.9802452078156225
TMTC3,1.8268986094544843,2.1908028913421576,1.4448707098953717,5.457027690417826,0.8775352455888323,0.0
GM28694,2.9351358336306563,0.0,0.0,0.0,0.0,0.0
GM15971,0.0,4.59474535019921,0.0,0.0,0.0,0.0
S1PR5,0.0,2.238408541184408,6.595425871399979,6.63336140505999,11.206718787653502,3.4909829203581335
FAM71B,0.0,2.5502690234308885,6.493171851589009,0.0,0.0,0.0
CLDN20,0.0,0.0,0.0,3.6113646497052585,0.0,0.0
PHACTR3,0.0,0.0,1.8819637016997415,0.0,9.355721486446136,0.0
GM17116,0.0,0.0,1.0107860326884053,0.8398651094425339,0.0,4.734209815727253
LY6A2,0.2642186066106399,0.31383284895579666,6.476466172927241,14.293203987862341,9.685060827766545,8.664106966064843
MED12L,1.669497053912489,1.1429729078075965,1.8548633877392389,2.106234790143421,2.0815296234979446,6.124574213268407
SYN1,1.2645422357500222,0.722321160599553,0.6803147519040396,1.409964074469522,0.0,6.4592196848206385
IGHV8-12,11.252474189827296,0.0,6.995054265911338,0.0,0.0,7.409963072015909
SEMA6A,0.0,0.0,0.0,0.0,3.3274630777754624,0.0
UGT1A2,0.0,0.0,0.0,0.0,0.0,4.406653432079551
SLC22A18,0.0,0.0,0.0,4.860028603771536,0.0,0.0
TMED10-PS,0.0,0.0,0.0,3.753512597808238,0.0,0.0
IGKV2-107,3.073642487771724,0.0,0.0,0.0,0.0,0.0
GM6900,0.0,0.0,2.8660620706946327,0.0,0.0,0.0
SNRPN,0.0,0.0,3.2374253289516153,0.0,0.0,0.0
IQSEC2,3.2365949095251105,0.990673998481787,1.432374355636305,6.821522429443174,1.536516101016569,0.0
IGKV6-14,9.42452712468662,0.9886226496309454,6.229402086576295,0.0,0.0,1.274357781853133
GM22345,0.0,0.0,0.0,0.0,6.827736845505289,0.0
B4GALNT4,0.0,4.848492179337927,2.0500024418224734,3.2203385284139294,0.0,0.0
PPBP,0.0,0.0,1.1378974192761169,1.2094231431340143,0.0,7.369201861823146
GM14173,2.973681797891827,0.6681779199539575,7.0780447017288175,3.228347298914813,0.0,0.9662083071002805
GM14703,0.9312330711963887,0.0,1.152286404622155,1.0840831191475964,1.2406780290026014,7.002050623246179
GM47719,0.0,0.0,0.0,0.0,0.0,7.126591665469352
CD5,2.0276770547054364,11.862963908913212,10.590186830362278,2.218054712393297,0.0,3.049518407307607
GM5417,0.0,0.0,0.0,4.9788572450416115,0.0,0.0
GM26781,0.0,0.0,0.0,0.0,4.538119327170707,0.0
CD83,11.201436037852655,6.955399123402233,5.764887980493038,4.520029270815609,3.4573985735574317,4.3058949126948365
GM48377,1.5336689707313387,1.0045561811976316,1.1122136514310963,0.0,4.874902406172108,0.0
PTGS2OS2,0.0,0.0,0.0,1.9130065965236536,0.0,7.10804260641802
SESTD1,1.3601750774177526,2.652435904941467,1.5166293919144542,6.960969492463544,1.6076679882027172,0.967412055591775
GM11474,1.9410918802486667,0.0,6.447372700529291,0.0,3.885758816029811,0.0
E230014E18RIK,0.45550149664663,0.0,0.7057471777699763,2.9873406535370886,0.0,7.270124880307886
MYL9,0.5878543998346013,0.0,1.3431428916625356,0.0,0.0,6.387845980767983
IGKV8-27,12.133642982852955,0.0,7.717874717693714,0.0,0.0,0.0
GM11966,0.0,0.2841655567888183,13.965755446557418,0.0,0.0,0.9313863724419698
IGLC2,13.959798149616926,5.835839176190801,9.396968447339134,1.3631506083974583,0.0,7.87989227865523
GM7618,5.678024329893534,5.527298289344866,8.694682471581526,0.0,0.0,0.0
5033428I22RIK,0.0,0.0,0.0,0.0,4.946824223115538,0.0
HPSE,6.529471286512829,2.0486107639532998,3.119243947756916,9.86500322175872,1.5733956078954714,4.678682948827527
TBX21,3.634531449677368,4.922164985056684,8.507198917616915,0.431106260195231,12.043830126023552,0.0
1700071M16RIK,0.0,0.0,0.0,1.9560337192271418,0.0,7.866413819231646
H2BC4,6.286208128358604,5.529334433673631,3.950781303954906,6.004700830420575,5.878463787682077,10.246633332587031
GM9028,4.045025409947917,0.0,6.907620824231142,0.0,0.0,0.0
INSYN2B,0.0,1.9292378408633861,0.0,0.0,6.0894033395926765,2.4745104614397078
MGAM,0.0,0.19725400383050212,0.491447668812446,1.9975169641990647,0.0,9.051509445182365
GM5735,5.841511117975335,5.259650073883658,9.536097132414618,0.0,0.0,0.0
IGKV4-78,7.231538286296339,0.0,0.0,0.0,0.0,0.0
GM16020,2.5492126094785466,0.0,6.857554275701082,0.0,0.0,0.0
SNORD15A,5.196279095412607,5.15957747254609,8.713959663710737,0.0,0.0,0.2650916936056873
CAR1,0.0,0.0,3.2313413218944476,0.0,0.0,0.0
GM14466,0.0,0.0,2.783728180686043,0.0,0.0,0.0
GM48260,0.25975517597487596,0.2262693457397725,0.0,0.0,4.960336878818227,0.5552042751885666
GM4997,0.0,0.0,2.89488454994056,0.0,0.0,0.0
PROS1,0.9669900880007125,2.584902353697596,2.627407584869375,7.613197039230289,1.278328024507009,3.7168128303334678
9830107B12RIK,0.0,0.0,0.6274228323590625,4.208843091698075,0.0,8.771464131674005
CYSLTR1,0.9085201655339612,0.5582286705963581,0.3398950680692535,7.081970167999954,0.0,3.854519941183689
FN1,2.7335762855289087,2.9245355291882804,3.3497497198493313,12.896807568444729,1.8230192889022767,5.819807988914464
5730488B01RIK,2.7977831868612486,0.0,0.0,0.0,0.0,0.0
KLRA9,0.0,0.6674342025984548,5.4338043250991115,0.0,12.619224432232548,0.0
GM48583,0.0,0.0,0.0,9.329295289019333,0.0,0.0
CCDC146,0.7211538494558671,0.0,0.18933526842477677,1.109529477652904,3.102425153767287,7.510541938994173
ASGR2,0.0,0.0,0.0,3.2143135185564464,0.0,0.0
GM42820,2.5336408694683525,1.2771043408182547,0.7100931186196071,2.7573222822054357,2.151276618725837,6.447372700529291
GM22581,0.0,0.0,6.822191386464072,0.0,0.0,0.0
